date,avg(neg),avg(pos)
2018-02-22,0.9093701996927803,0.5913978494623656
2018-01-17,0.920844327176781,0.5989445910290238
2017-06-04,0.9393063583815029,0.638728323699422
2017-02-15,0.924908424908425,0.5970695970695971
2017-09-01,0.9230769230769231,0.6153846153846154
2017-08-14,0.9002169197396963,0.6095444685466378
2017-07-04,0.9047619047619048,0.6483516483516484
2017-02-25,0.9036144578313253,0.5662650602409639
2018-01-09,0.9372093023255814,0.6069767441860465
2017-12-14,0.8964757709251101,0.5814977973568282
2017-08-04,0.925414364640884,0.5662983425414365
2017-01-16,0.9454094292803971,0.6401985111662531
2016-11-02,0.8953488372093024,0.606312292358804
2017-10-09,0.9175257731958762,0.6185567010309279
2017-12-17,0.9222972972972973,0.597972972972973
2017-05-26,0.9368635437881874,0.5845213849287169
2017-11-10,0.9095890410958904,0.5452054794520548
2017-01-01,0.9134199134199135,0.5800865800865801
2017-03-25,0.887459807073955,0.6012861736334405
2017-05-13,0.9341317365269461,0.5748502994011976
2017-11-23,0.9184782608695652,0.6195652173913043
2017-02-13,0.9291666666666667,0.5333333333333333
2017-08-08,0.9118457300275482,0.5950413223140496
2017-05-19,0.9104477611940298,0.6175373134328358
2017-05-28,0.9385113268608414,0.6310679611650486
2017-01-22,0.8838174273858921,0.5892116182572614
2017-04-04,0.8810810810810811,0.5567567567567567
2017-06-18,0.9159663865546218,0.6260504201680672
2017-02-12,0.9263803680981595,0.5828220858895705
2017-10-04,0.9058823529411765,0.6205882352941177
2016-11-03,0.9153153153153153,0.590990990990991
2018-01-06,0.9438202247191011,0.602996254681648
2017-01-23,0.9228070175438596,0.612280701754386
2018-01-02,0.9096385542168675,0.5963855421686747
2017-07-14,0.9365994236311239,0.6570605187319885
2017-06-06,0.9263157894736842,0.6063157894736843
2017-03-10,0.9359430604982206,0.5409252669039146
2017-01-03,0.9009287925696594,0.631578947368421
2018-01-07,0.928082191780822,0.6061643835616438
2017-11-25,0.9267015706806283,0.5968586387434555
2017-06-09,0.9240780911062907,0.5813449023861171
2016-12-25,0.9343434343434344,0.5757575757575758
2017-08-23,0.9261083743842364,0.5763546798029556
2017-07-23,0.9118773946360154,0.5977011494252874
2017-10-13,0.9209726443768997,0.5683890577507599
2017-07-03,0.9185185185185185,0.6296296296296297
2017-07-12,0.9178743961352657,0.5990338164251208
2017-08-16,0.9212328767123288,0.5787671232876712
2017-04-21,0.9139072847682119,0.5993377483443708
2017-04-24,0.8814102564102564,0.6442307692307693
2016-12-26,0.8755555555555555,0.56
2017-05-22,0.9148418491484185,0.6131386861313869
2017-11-16,0.944078947368421,0.5608552631578947
2017-11-14,0.9119047619047619,0.6047619047619047
2017-06-21,0.8697674418604651,0.6186046511627907
2017-04-23,0.9071729957805907,0.5611814345991561
2018-01-23,0.9039408866995073,0.5862068965517241
2017-08-25,0.9347258485639687,0.6135770234986945
2016-12-20,0.8735362997658079,0.5761124121779859
2017-10-15,0.9061371841155235,0.6498194945848376
2017-09-16,0.8932584269662921,0.6348314606741573
2017-11-04,0.8714285714285714,0.6071428571428571
2017-08-15,0.9291217257318952,0.588597842835131
2017-01-20,0.888243831640058,0.6240928882438317
2017-08-06,0.8938775510204081,0.5714285714285714
2017-03-01,0.8774509803921569,0.6348039215686274
2017-04-29,0.8894230769230769,0.5961538461538461
2017-05-27,0.9513677811550152,0.5501519756838906
2017-02-07,0.8977853492333902,0.5383304940374787
2018-02-03,0.9,0.6222222222222222
2017-01-26,0.9255499153976311,0.6446700507614214
2017-02-01,0.8855799373040752,0.6050156739811913
2017-10-08,0.9166666666666666,0.5875
2017-11-15,0.9134615384615384,0.6129807692307693
2018-02-10,0.9209302325581395,0.5906976744186047
2017-07-13,0.9322493224932249,0.5853658536585366
2017-10-21,0.926829268292683,0.5414634146341464
2017-04-06,0.9116465863453815,0.5602409638554217
2017-08-20,0.9068825910931174,0.5425101214574899
2017-10-25,0.9069767441860465,0.6253229974160207
2017-06-25,0.8921568627450981,0.5686274509803921
2016-12-07,0.8985849056603774,0.5849056603773585
2016-12-12,0.9106145251396648,0.5996275605214153
2018-02-12,0.9148936170212766,0.5691489361702128
2017-01-14,0.9100817438692098,0.6130790190735694
2017-03-14,0.9177777777777778,0.5955555555555555
2017-05-25,0.9090909090909091,0.6054158607350096
2017-06-14,0.9295238095238095,0.5752380952380952
2017-11-12,0.905982905982906,0.5470085470085471
2017-09-18,0.8951048951048951,0.5944055944055944
2016-11-08,0.8889751552795031,0.6335403726708074
2018-02-28,0.9195046439628483,0.6191950464396285
2017-09-19,0.930379746835443,0.6170886075949367
2017-04-22,0.9070796460176991,0.5973451327433629
2016-11-20,0.8910675381263616,0.6187363834422658
2017-09-09,0.9285714285714286,0.5297619047619048
2017-03-11,0.8744769874476988,0.5941422594142259
2017-01-04,0.8760563380281691,0.6028169014084507
2017-05-09,0.9294294294294294,0.5840840840840841
2017-01-29,0.9229323308270677,0.6353383458646616
2017-03-02,0.9357142857142857,0.5928571428571429
2017-06-16,0.9204244031830239,0.5702917771883289
2018-02-01,0.9045346062052506,0.522673031026253
2017-06-11,0.9222222222222223,0.6111111111111112
2017-11-17,0.9005524861878453,0.569060773480663
2017-07-08,0.908256880733945,0.6146788990825688
2017-12-20,0.8905908096280087,0.6455142231947484
2017-12-13,0.8930581613508443,0.5797373358348968
2018-01-27,0.9201680672268907,0.5714285714285714
2017-02-03,0.8994197292069632,0.6363636363636364
2017-09-29,0.9161676646706587,0.6616766467065869
2017-05-30,0.9055690072639225,0.6682808716707022
2017-01-08,0.8701754385964913,0.5684210526315789
2017-04-08,0.9318181818181818,0.55
2017-10-03,0.9093333333333333,0.544
2018-02-19,0.9019189765458422,0.5458422174840085
2017-02-16,0.9079646017699115,0.584070796460177
2017-02-05,0.9311377245508982,0.6407185628742516
2017-11-18,0.9145299145299145,0.6282051282051282
2017-11-22,0.9069767441860465,0.5736434108527132
2017-07-19,0.9068736141906873,0.6119733924611973
2017-03-15,0.9086161879895561,0.5718015665796344
2017-02-19,0.8988095238095238,0.6666666666666666
2017-09-08,0.9212598425196851,0.562992125984252
2017-07-09,0.9053030303030303,0.6363636363636364
2017-01-30,0.9002590673575129,0.6269430051813472
2017-08-05,0.8940092165898618,0.6497695852534562
2017-04-20,0.9357798165137615,0.5871559633027523
2016-12-06,0.9029535864978903,0.5970464135021097
2017-01-28,0.9155629139072847,0.6241721854304636
2017-03-27,0.9376623376623376,0.5558441558441558
2017-11-24,0.9191919191919192,0.5959595959595959
2016-11-16,0.8956228956228957,0.5505050505050505
2017-08-09,0.8984375,0.6119791666666666
2017-02-06,0.9281045751633987,0.6274509803921569
2017-11-05,0.8933823529411765,0.5698529411764706
2017-02-22,0.9046511627906977,0.5558139534883721
2017-01-13,0.9202733485193622,0.6013667425968109
2017-01-21,0.9189723320158103,0.6126482213438735
2017-01-05,0.8839050131926122,0.5910290237467019
2017-02-23,0.8893709327548807,0.6268980477223427
2017-05-29,0.9,0.6607142857142857
2017-10-19,0.9311224489795918,0.5867346938775511
2017-07-31,0.9319371727748691,0.6047120418848168
2017-01-11,0.9376854599406528,0.6498516320474778
2017-12-15,0.9216216216216216,0.5540540540540541
2017-05-01,0.8867403314917127,0.6104972375690608
2017-02-26,0.9053627760252366,0.5772870662460567
2017-04-12,0.8635014836795252,0.5934718100890207
2017-10-26,0.9287598944591029,0.604221635883905
2017-04-13,0.9008746355685131,0.6151603498542274
2017-07-15,0.8955223880597015,0.6156716417910447
2017-07-22,0.9097222222222222,0.6076388888888888
2017-09-05,0.9119318181818182,0.5795454545454546
2018-01-13,0.9411764705882353,0.6006191950464397
2016-12-23,0.9008264462809917,0.4986225895316804
2017-06-08,0.9430051813471503,0.5401554404145078
2017-07-28,0.9053030303030303,0.5738636363636364
2017-02-09,0.9111617312072893,0.6150341685649203
2017-05-21,0.9233333333333333,0.57
2017-04-26,0.9301075268817204,0.6532258064516129
2017-10-07,0.9295154185022027,0.6607929515418502
2017-04-14,0.8815331010452961,0.5853658536585366
2016-12-28,0.8802395209580839,0.6287425149700598
2017-10-23,0.9161490683229814,0.6770186335403726
2017-08-29,0.9225806451612903,0.6
2017-05-12,0.9157303370786517,0.5880149812734082
2017-09-17,0.9017857142857143,0.6607142857142857
2017-07-17,0.8945868945868946,0.5641025641025641
2016-11-27,0.8864864864864865,0.6
2016-11-06,0.8977469670710572,0.5979202772963604
2017-12-25,0.9430051813471503,0.6424870466321243
2016-12-03,0.919889502762431,0.638121546961326
2017-06-13,0.9352941176470588,0.5764705882352941
2017-09-25,0.9245810055865922,0.5865921787709497
2017-12-16,0.9217081850533808,0.5871886120996441
2017-05-06,0.9188034188034188,0.6068376068376068
2017-11-13,0.9285714285714286,0.5668202764976958
2017-03-13,0.8982035928143712,0.6407185628742516
2017-11-07,0.907563025210084,0.615546218487395
2017-06-01,0.8937875751503006,0.6533066132264529
2017-08-17,0.934931506849315,0.5376712328767124
2017-01-07,0.8967136150234741,0.5586854460093896
2016-12-11,0.8756345177664975,0.5786802030456852
2016-11-22,0.8994413407821229,0.6536312849162011
2016-11-28,0.9022727272727272,0.5977272727272728
2018-02-25,0.9230769230769231,0.5946745562130178
2017-03-19,0.9265734265734266,0.6083916083916084
2017-12-23,0.905,0.61
2016-12-10,0.8672086720867209,0.6070460704607046
2017-12-04,0.9133192389006343,0.5835095137420718
2017-04-28,0.9087837837837838,0.597972972972973
2017-09-30,0.9428571428571428,0.6571428571428571
2017-07-24,0.924433249370277,0.6272040302267002
2017-10-02,0.9132149901380671,0.6055226824457594
2018-02-11,0.8940092165898618,0.5622119815668203
2017-03-20,0.918580375782881,0.6033402922755741
2017-12-19,0.8936708860759494,0.6
2016-11-07,0.8737201365187713,0.60580204778157
2017-09-02,0.9161676646706587,0.5449101796407185
2018-01-31,0.9349112426035503,0.5897435897435898
2017-12-30,0.918552036199095,0.5972850678733032
2017-02-02,0.9189907038512616,0.5896414342629482
2017-08-30,0.9261363636363636,0.5795454545454546
2017-11-27,0.9121212121212121,0.5969696969696969
2017-01-24,0.9166666666666666,0.5942028985507246
2018-01-18,0.9112709832134293,0.6282973621103117
2017-10-10,0.9104859335038363,0.5933503836317136
2017-08-19,0.9051094890510949,0.5547445255474452
2017-03-21,0.9166666666666666,0.5416666666666666
2017-04-18,0.8801169590643275,0.5818713450292398
2017-12-26,0.8873239436619719,0.6291079812206573
2018-02-21,0.927797833935018,0.6353790613718412
2017-12-28,0.9131944444444444,0.6041666666666666
2017-06-02,0.9281914893617021,0.6382978723404256
2017-06-27,0.9047619047619048,0.5687830687830688
2017-11-02,0.9033613445378151,0.5756302521008403
2018-02-14,0.9336734693877551,0.5739795918367347
2017-12-06,0.8961038961038961,0.5735930735930735
2018-01-29,0.9249146757679181,0.6040955631399317
2016-12-27,0.9057971014492754,0.5688405797101449
2017-07-27,0.9239864864864865,0.581081081081081
2017-08-28,0.9015873015873016,0.6349206349206349
2018-01-03,0.9432989690721649,0.6005154639175257
2017-07-05,0.8980169971671388,0.5750708215297451
2018-02-20,0.9090909090909091,0.593939393939394
2016-11-11,0.8706166868198307,0.5779927448609432
2017-05-03,0.8961038961038961,0.6038961038961039
2016-12-19,0.8599640933572711,0.5978456014362658
2017-08-11,0.9251497005988024,0.5329341317365269
2017-12-07,0.9300341296928327,0.590443686006826
2017-11-03,0.918859649122807,0.6030701754385965
2018-01-30,0.9232995658465991,0.6005788712011577
2017-11-19,0.9375,0.59375
2017-10-14,0.9303482587064676,0.5621890547263682
2017-07-07,0.9261744966442953,0.5838926174496645
2017-06-17,0.9276595744680851,0.6
2016-12-17,0.894927536231884,0.5579710144927537
2017-11-28,0.912,0.6106666666666667
2017-12-12,0.9177897574123989,0.5849056603773585
2017-11-26,0.9223300970873787,0.6553398058252428
2017-03-29,0.9010695187165776,0.5614973262032086
2017-08-12,0.9075144508670521,0.5375722543352601
2016-11-14,0.8985959438377535,0.5865834633385335
2018-02-24,0.9291553133514986,0.5831062670299727
2016-11-15,0.8833865814696485,0.5990415335463258
2017-05-02,0.9274193548387096,0.553763440860215
2017-07-18,0.9152119700748129,0.5910224438902744
2017-03-24,0.9199288256227758,0.5124555160142349
2018-01-15,0.9172661870503597,0.6223021582733813
2017-08-21,0.9044368600682594,0.5972696245733788
2017-04-27,0.9243421052631579,0.6118421052631579
2018-01-24,0.9401041666666666,0.5989583333333334
2017-11-11,0.9516129032258065,0.5887096774193549
2017-01-25,0.8948306595365418,0.6042780748663101
2017-01-31,0.9232,0.5872
2017-02-14,0.9291044776119403,0.5876865671641791
2017-11-30,0.8921568627450981,0.5784313725490197
2017-04-11,0.9268929503916449,0.6031331592689295
2017-07-16,0.8978723404255319,0.6510638297872341
2017-07-25,0.9235412474849095,0.5533199195171026
2017-02-27,0.8967254408060453,0.5264483627204031
2017-03-28,0.9041450777202072,0.5
2017-04-02,0.9,0.588
2016-12-18,0.8871473354231975,0.6332288401253918
2017-06-15,0.9495412844036697,0.6169724770642202
2017-02-21,0.9150485436893204,0.6140776699029126
2017-04-17,0.9064516129032258,0.603225806451613
2017-11-29,0.9153846153846154,0.617948717948718
2017-07-11,0.9299242424242424,0.6287878787878788
2017-03-30,0.9226305609284333,0.5686653771760155
2017-02-28,0.8992537313432836,0.625
2016-12-13,0.908315565031983,0.5927505330490405
2017-07-01,0.9451476793248945,0.6286919831223629
2017-05-20,0.9015873015873016,0.6317460317460317
2016-11-24,0.9122340425531915,0.6462765957446809
2017-08-01,0.9170854271356784,0.5477386934673367
2018-01-21,0.9185185185185185,0.5
2017-06-20,0.8893528183716075,0.5657620041753654
2017-09-07,0.9044368600682594,0.5972696245733788
2017-03-06,0.9160671462829736,0.6067146282973621
2017-11-20,0.914364640883978,0.5966850828729282
2017-04-15,0.9267015706806283,0.6858638743455497
2017-04-05,0.9116022099447514,0.5883977900552486
2017-01-18,0.8982630272952854,0.5905707196029777
2017-04-01,0.9163498098859315,0.596958174904943
2016-11-09,0.8422876949740035,0.6091854419410745
2017-11-21,0.8929503916449086,0.597911227154047
2018-02-13,0.9007633587786259,0.628498727735369
2016-11-05,0.9054726368159204,0.5597014925373134
2017-11-06,0.9454094292803971,0.5856079404466501
2018-01-14,0.924812030075188,0.5864661654135338
2016-11-30,0.9046610169491526,0.6271186440677966
2017-03-03,0.8962264150943396,0.5880503144654088
2017-06-05,0.9202898550724637,0.5966183574879227
2018-01-05,0.9002433090024331,0.635036496350365
2017-09-03,0.8968609865470852,0.6143497757847534
2016-12-16,0.8792710706150342,0.5489749430523918
2018-02-04,0.875,0.5859375
2017-07-21,0.9431818181818182,0.5931818181818181
2017-07-26,0.9326424870466321,0.5958549222797928
2016-12-05,0.8812785388127854,0.6643835616438356
2017-09-04,0.8793774319066148,0.603112840466926
2018-01-08,0.9284009546539379,0.6205250596658711
2017-03-12,0.891213389121339,0.5815899581589958
2017-07-10,0.8935574229691877,0.5882352941176471
2017-07-20,0.9339853300733496,0.5990220048899756
2017-03-31,0.9281767955801105,0.5773480662983426
2017-10-11,0.930952380952381,0.6166666666666667
2017-02-10,0.9111111111111111,0.5876543209876544
2017-09-21,0.9131578947368421,0.5868421052631579
2017-05-15,0.9370229007633588,0.6221374045801527
2018-01-11,0.9304703476482618,0.621676891615542
2017-05-07,0.9038461538461539,0.625
2016-12-08,0.8839506172839506,0.5975308641975309
2017-10-29,0.9209486166007905,0.5889328063241107
2017-04-03,0.8968481375358166,0.5702005730659025
2017-09-11,0.8947368421052632,0.6096491228070176
2018-02-08,0.9341176470588235,0.5764705882352941
2016-10-31,0.8571428571428571,0.5714285714285714
2017-06-10,0.9261992619926199,0.6605166051660517
2017-10-28,0.9352226720647774,0.6396761133603239
2017-02-20,0.9013333333333333,0.5946666666666667
2017-08-24,0.8997134670487106,0.6160458452722063
2016-11-13,0.8788870703764321,0.6153846153846154
2017-01-10,0.900749063670412,0.6404494382022472
2017-03-17,0.9312039312039312,0.5945945945945946
