date,avg(neg),avg(pos)
2017-12-05,0.9333333333333333,0.5822222222222222
2017-05-14,0.8950819672131147,0.6098360655737705
2017-05-11,0.9442567567567568,0.625
2017-10-20,0.9319371727748691,0.5602094240837696
2017-02-24,0.8993288590604027,0.6062639821029083
2017-12-22,0.8802395209580839,0.6317365269461078
2018-12-31,0.9111111111111111,0.6111111111111112
2017-08-18,0.9386363636363636,0.5840909090909091
2017-04-30,0.885593220338983,0.6228813559322034
2017-09-12,0.8821548821548821,0.5824915824915825
2018-01-19,0.8637316561844863,0.5870020964360587
2017-03-08,0.8858858858858859,0.5615615615615616
2017-05-18,0.9185840707964602,0.5964601769911504
2018-02-27,0.9288990825688074,0.6100917431192661
2017-09-26,0.9106280193236715,0.5772946859903382
2017-03-18,0.9101123595505618,0.5730337078651685
2017-10-31,0.930715935334873,0.6073903002309469
2017-12-03,0.9463087248322147,0.6073825503355704
2018-02-23,0.9109090909090909,0.5545454545454546
2017-10-12,0.9476309226932669,0.5311720698254364
2017-10-01,0.9336099585062241,0.6514522821576764
2017-12-08,0.8843683083511777,0.5910064239828694
2017-09-15,0.9391727493917275,0.5717761557177615
2017-04-19,0.8864197530864197,0.6197530864197531
2017-05-16,0.9240121580547113,0.5927051671732523
2017-10-05,0.93646408839779,0.5883977900552486
2017-11-01,0.9256756756756757,0.6509009009009009
2017-05-04,0.9104477611940298,0.5951492537313433
2017-02-08,0.8935361216730038,0.5760456273764258
2017-09-28,0.9063444108761329,0.5891238670694864
2017-01-15,0.9226666666666666,0.5893333333333334
2017-08-10,0.9204819277108434,0.5759036144578313
2017-03-16,0.9336870026525199,0.5862068965517241
2017-09-27,0.9148936170212766,0.5797872340425532
2017-12-01,0.9212034383954155,0.5601719197707736
2017-06-22,0.9229074889867841,0.6123348017621145
2017-01-27,0.8957915831663327,0.5891783567134269
2017-09-06,0.9017857142857143,0.5744047619047619
2017-05-24,0.9044715447154471,0.6280487804878049
2017-08-31,0.9230769230769231,0.5739644970414202
2017-12-24,0.8765957446808511,0.5702127659574469
2017-03-09,0.8985507246376812,0.5565217391304348
2017-12-27,0.932,0.588
2016-11-18,0.9018518518518519,0.5907407407407408
2017-05-05,0.8945868945868946,0.584045584045584
2017-09-13,0.8966565349544073,0.6048632218844985
2017-09-23,0.9251968503937008,0.6141732283464567
2016-12-04,0.9107692307692308,0.6061538461538462
2017-12-29,0.9266666666666666,0.64
2016-12-30,0.9072847682119205,0.6423841059602649
2018-02-02,0.9200710479573713,0.5950266429840142
2016-12-22,0.8931297709923665,0.5903307888040712
2017-08-02,0.9209183673469388,0.5918367346938775
2018-01-26,0.9140811455847255,0.6014319809069213
2016-12-14,0.9072978303747534,0.5936883629191322
2018-01-10,0.9353846153846154,0.6030769230769231
2018-02-07,0.9080459770114943,0.6091954022988506
2017-10-16,0.9005847953216374,0.5789473684210527
2016-12-21,0.8995433789954338,0.6438356164383562
2017-03-23,0.8930041152263375,0.5596707818930041
2018-01-01,0.8900523560209425,0.5916230366492147
2017-08-22,0.9326923076923077,0.5865384615384616
2017-04-16,0.9099099099099099,0.5945945945945946
2017-06-07,0.940983606557377,0.5655737704918032
2017-08-07,0.90625,0.6534090909090909
2016-12-01,0.8802816901408451,0.647887323943662
2017-03-22,0.9298969072164949,0.5958762886597938
2017-10-30,0.95578231292517,0.6190476190476191
2018-01-28,0.9240506329113924,0.620253164556962
2016-11-25,0.9015544041450777,0.5854922279792746
2016-11-29,0.8858267716535433,0.6161417322834646
2017-10-06,0.9285714285714286,0.5986394557823129
2017-12-02,0.9026315789473685,0.6236842105263158
2017-06-24,0.8518518518518519,0.6435185185185185
2017-06-29,0.9055299539170507,0.6082949308755761
2016-12-02,0.9006622516556292,0.6026490066225165
2017-08-13,0.9209809264305178,0.555858310626703
2017-10-17,0.925414364640884,0.5966850828729282
2017-12-18,0.9119170984455959,0.5
2017-06-19,0.921311475409836,0.5245901639344263
2017-08-03,0.9361233480176211,0.5969162995594713
2017-09-24,0.925,0.6035714285714285
2018-02-26,0.9121621621621622,0.5990990990990991
2017-05-17,0.9241071428571429,0.6264880952380952
2017-07-29,0.9022556390977443,0.5526315789473685
2017-05-23,0.9040767386091128,0.5755395683453237
2017-04-07,0.9112709832134293,0.6306954436450839
2017-07-30,0.9257950530035336,0.508833922261484
2016-11-21,0.9034608378870674,0.6065573770491803
2018-01-12,0.9316888045540797,0.5844402277039848
2018-02-17,0.9125,0.5775
2017-01-17,0.8881431767337807,0.5838926174496645
2017-07-06,0.9042253521126761,0.6225352112676056
2016-11-23,0.8668032786885246,0.5881147540983607
2017-09-14,0.9260700389105059,0.5622568093385214
2016-12-09,0.9238900634249472,0.5835095137420718
2018-02-06,0.9040404040404041,0.6136363636363636
2017-06-03,0.9297520661157025,0.6074380165289256
2017-01-06,0.9045226130653267,0.6306532663316583
2017-03-26,0.9,0.6
2017-12-11,0.8873626373626373,0.6236263736263736
2017-01-09,0.9232736572890026,0.6112531969309463
2017-10-24,0.9380053908355795,0.5983827493261455
2016-12-15,0.8927038626609443,0.6115879828326181
2017-06-23,0.9145077720207254,0.6113989637305699
2017-02-11,0.8963210702341137,0.5886287625418061
2018-02-15,0.9192751235584844,0.5733113673805601
2016-11-19,0.9257425742574258,0.5965346534653465
2017-10-22,0.9436619718309859,0.6572769953051644
2016-12-31,0.9079497907949791,0.6569037656903766
2018-02-09,0.9197860962566845,0.6122994652406417
2017-03-07,0.9199134199134199,0.5692640692640693
2017-12-10,0.8996763754045307,0.5922330097087378
2017-10-27,0.9228915662650602,0.6048192771084338
2018-01-16,0.9342723004694836,0.607981220657277
2016-11-01,0.9020979020979021,0.5734265734265734
2017-12-09,0.9042553191489362,0.6170212765957447
2016-11-04,0.8911819887429644,0.551594746716698
2017-02-04,0.903954802259887,0.596045197740113
2017-08-27,0.9149797570850202,0.5951417004048583
2018-02-16,0.9195205479452054,0.6078767123287672
2017-01-12,0.9096153846153846,0.5923076923076923
2017-05-10,0.931237721021611,0.6227897838899804
2017-05-31,0.9076576576576577,0.6193693693693694
2017-12-21,0.9017857142857143,0.5803571428571429
2017-08-26,0.8838028169014085,0.5704225352112676
2016-11-10,0.8597626752966558,0.5836030204962244
2017-01-02,0.9272727272727272,0.6218181818181818
2017-05-08,0.927860696517413,0.5771144278606966
2017-04-09,0.9065420560747663,0.6214953271028038
2018-01-20,0.9109792284866469,0.516320474777448
2018-02-05,0.9367816091954023,0.5373563218390804
2018-01-25,0.9263157894736842,0.6042105263157894
2017-01-19,0.8888888888888888,0.5873015873015873
2017-09-10,0.9420289855072463,0.5845410628019324
2017-11-09,0.9030172413793104,0.5732758620689655
2017-10-18,0.9375,0.6
2017-07-02,0.915625,0.596875
2017-02-18,0.9272237196765498,0.6415094339622641
2017-09-20,0.9376770538243626,0.6062322946175638
2017-11-08,0.9024390243902439,0.5663956639566395
2018-01-04,0.9388753056234719,0.5819070904645477
2017-02-17,0.9014598540145985,0.6003649635036497
2016-11-26,0.8986301369863013,0.6465753424657534
2018-02-18,0.92,0.6453333333333333
2017-09-22,0.9025157232704403,0.5786163522012578
2017-06-28,0.9183673469387755,0.6556122448979592
2016-12-24,0.8961538461538462,0.5961538461538461
2017-06-12,0.9276139410187667,0.6058981233243967
2016-12-29,0.9009287925696594,0.6191950464396285
2016-11-12,0.8901453957996769,0.6235864297253635
2016-11-17,0.903921568627451,0.6078431372549019
2018-01-22,0.89171974522293,0.6263269639065817
2017-03-05,0.9388489208633094,0.60431654676259
2017-06-30,0.914004914004914,0.5724815724815725
2017-04-10,0.9359430604982206,0.6583629893238434
2017-03-04,0.8914473684210527,0.6381578947368421
2017-06-26,0.9004739336492891,0.5995260663507109
2017-04-25,0.916030534351145,0.638676844783715
